sample_id,data_path,Production_Quality,Production_Complexity,Content_Enjoyment,Content_Usefulness
audiomos2025-track2-audio-unbalanced_train_segments_audio_6VUXazNX1Nw_60000_70000,/your_path/unbalanced_train_segments/audio/6VUXazNX1Nw_60000_70000.flac,5.4,4.1,3.4,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_6cw44lbHPvw_0_10000,/your_path/unbalanced_train_segments/audio/6cw44lbHPvw_0_10000.flac,3.8,7.0,3.0,3.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_6fjOVlJuKBs_0_10000,/your_path/unbalanced_train_segments/audio/6fjOVlJuKBs_0_10000.flac,6.8,4.0,5.8,6.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_6h4vHDNDjWE_30000_40000,/your_path/unbalanced_train_segments/audio/6h4vHDNDjWE_30000_40000.flac,3.6,2.6,2.2,2.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_6iBYAZwL0PI_30000_40000,/your_path/unbalanced_train_segments/audio/6iBYAZwL0PI_30000_40000.flac,7.1,2.8,4.4,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_6jeKcfkacNA_20000_30000,/your_path/unbalanced_train_segments/audio/6jeKcfkacNA_20000_30000.flac,6.8,3.9,6.1,6.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_6oCWR9d4I8s_30000_40000,/your_path/unbalanced_train_segments/audio/6oCWR9d4I8s_30000_40000.flac,5.2,3.5,2.6,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_71SNXZ8Odzg_30000_40000,/your_path/unbalanced_train_segments/audio/71SNXZ8Odzg_30000_40000.flac,5.3,2.9,2.3,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_79x-FBKAQao_0_10000,/your_path/unbalanced_train_segments/audio/79x-FBKAQao_0_10000.flac,7.0,2.7,2.9,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_7BUa8XMuYXA_270000_280000,/your_path/unbalanced_train_segments/audio/7BUa8XMuYXA_270000_280000.flac,4.8,5.1,4.1,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_7EqKv6ryDec_40000_50000,/your_path/unbalanced_train_segments/audio/7EqKv6ryDec_40000_50000.flac,5.6,5.0,2.9,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_7GKJAyjiVvk_30000_40000,/your_path/unbalanced_train_segments/audio/7GKJAyjiVvk_30000_40000.flac,4.6,1.9,2.3,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_7JRB6-XoYBk_30000_40000,/your_path/unbalanced_train_segments/audio/7JRB6-XoYBk_30000_40000.flac,5.7,2.7,3.1,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_7Rhkndb4hrs_0_10000,/your_path/unbalanced_train_segments/audio/7Rhkndb4hrs_0_10000.flac,5.5,3.8,5.1,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_7VzeascDepM_30000_40000,/your_path/unbalanced_train_segments/audio/7VzeascDepM_30000_40000.flac,6.8,4.1,3.7,5.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_7ZD1_tPZ1qE_30000_40000,/your_path/unbalanced_train_segments/audio/7ZD1_tPZ1qE_30000_40000.flac,6.1,3.2,2.5,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_7ZZPAy8TLLA_480000_490000,/your_path/unbalanced_train_segments/audio/7ZZPAy8TLLA_480000_490000.flac,5.2,2.0,1.9,3.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_7Zo6XNy071I_30000_40000,/your_path/unbalanced_train_segments/audio/7Zo6XNy071I_30000_40000.flac,3.6,3.2,1.6,2.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_7cnjxF57DT4_160000_170000,/your_path/unbalanced_train_segments/audio/7cnjxF57DT4_160000_170000.flac,7.5,6.8,5.4,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_7k1AYGB3_8M_140000_150000,/your_path/unbalanced_train_segments/audio/7k1AYGB3_8M_140000_150000.flac,5.4,5.4,3.2,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_7pretno8ix8_10000_20000,/your_path/unbalanced_train_segments/audio/7pretno8ix8_10000_20000.flac,6.4,3.4,3.7,6.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_7xPmDUSMwss_30000_40000,/your_path/unbalanced_train_segments/audio/7xPmDUSMwss_30000_40000.flac,4.7,3.2,2.9,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_848EIcVntEQ_90000_100000,/your_path/unbalanced_train_segments/audio/848EIcVntEQ_90000_100000.flac,6.0,3.6,2.8,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_88W6854814M_30000_40000,/your_path/unbalanced_train_segments/audio/88W6854814M_30000_40000.flac,5.1,4.0,3.2,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_8CPV6ku6TFw_270000_280000,/your_path/unbalanced_train_segments/audio/8CPV6ku6TFw_270000_280000.flac,6.4,3.3,3.4,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_8IGDmbP37Tw_30000_40000,/your_path/unbalanced_train_segments/audio/8IGDmbP37Tw_30000_40000.flac,7.1,2.6,4.0,5.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_8STjH2HxVEY_30000_40000,/your_path/unbalanced_train_segments/audio/8STjH2HxVEY_30000_40000.flac,6.1,7.3,5.0,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_8XX0umNr6o8_50000_60000,/your_path/unbalanced_train_segments/audio/8XX0umNr6o8_50000_60000.flac,4.0,1.7,1.5,3.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_8ZqX99afNqE_350000_360000,/your_path/unbalanced_train_segments/audio/8ZqX99afNqE_350000_360000.flac,7.3,2.8,4.7,7.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_8cTaWVqYr1w_10000_20000,/your_path/unbalanced_train_segments/audio/8cTaWVqYr1w_10000_20000.flac,6.3,3.1,3.0,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_8dWfrckbHbU_80000_90000,/your_path/unbalanced_train_segments/audio/8dWfrckbHbU_80000_90000.flac,6.5,3.1,4.6,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_8fs3Vy9xohw_90000_100000,/your_path/unbalanced_train_segments/audio/8fs3Vy9xohw_90000_100000.flac,4.5,3.9,3.4,3.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_8iyguC4iGGE_30000_40000,/your_path/unbalanced_train_segments/audio/8iyguC4iGGE_30000_40000.flac,5.0,3.3,3.2,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_8v83Bb9lBt8_30000_40000,/your_path/unbalanced_train_segments/audio/8v83Bb9lBt8_30000_40000.flac,6.9,3.5,4.2,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_8weZUFLXNnE_20000_30000,/your_path/unbalanced_train_segments/audio/8weZUFLXNnE_20000_30000.flac,7.3,3.6,3.5,6.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_90DSJfFfvio_200000_210000,/your_path/unbalanced_train_segments/audio/90DSJfFfvio_200000_210000.flac,6.4,5.4,3.8,6.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_9360UjKVPgU_20000_30000,/your_path/unbalanced_train_segments/audio/9360UjKVPgU_20000_30000.flac,5.7,3.5,3.1,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_9FgwfUO2S8s_280000_290000,/your_path/unbalanced_train_segments/audio/9FgwfUO2S8s_280000_290000.flac,5.1,3.3,5.3,5.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_9J1HL0Rmudk_10000_20000,/your_path/unbalanced_train_segments/audio/9J1HL0Rmudk_10000_20000.flac,4.5,3.1,2.6,3.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_9K7hHsppnsk_190000_200000,/your_path/unbalanced_train_segments/audio/9K7hHsppnsk_190000_200000.flac,5.7,4.2,3.2,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_9MT4AT2Gbzg_50000_60000,/your_path/unbalanced_train_segments/audio/9MT4AT2Gbzg_50000_60000.flac,5.9,2.6,3.4,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_9NffIcelwPg_170000_180000,/your_path/unbalanced_train_segments/audio/9NffIcelwPg_170000_180000.flac,7.1,3.4,3.7,6.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_9PGUmSAJKF4_30000_40000,/your_path/unbalanced_train_segments/audio/9PGUmSAJKF4_30000_40000.flac,2.5,3.7,1.6,2.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_9SDjP-EEBmA_400000_410000,/your_path/unbalanced_train_segments/audio/9SDjP-EEBmA_400000_410000.flac,7.1,4.5,6.3,6.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_9V1CyZ_I9R0_20000_30000,/your_path/unbalanced_train_segments/audio/9V1CyZ_I9R0_20000_30000.flac,6.4,5.4,4.2,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_9YypbClyGEw_50000_60000,/your_path/unbalanced_train_segments/audio/9YypbClyGEw_50000_60000.flac,7.4,4.9,7.2,7.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_9Z3rs1v_S8Q_0_10000,/your_path/unbalanced_train_segments/audio/9Z3rs1v_S8Q_0_10000.flac,7.7,3.6,6.4,7.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_9cV1rtDe73Y_0_10000,/your_path/unbalanced_train_segments/audio/9cV1rtDe73Y_0_10000.flac,5.3,2.6,2.3,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_9fXojBbNc10_450000_460000,/your_path/unbalanced_train_segments/audio/9fXojBbNc10_450000_460000.flac,6.7,3.5,4.3,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_9k7pTg6YNjQ_30000_40000,/your_path/unbalanced_train_segments/audio/9k7pTg6YNjQ_30000_40000.flac,6.7,3.3,3.1,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_9kPS1036Fik_30000_40000,/your_path/unbalanced_train_segments/audio/9kPS1036Fik_30000_40000.flac,4.7,3.8,1.6,4.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_9noPpRNvzgc_30000_40000,/your_path/unbalanced_train_segments/audio/9noPpRNvzgc_30000_40000.flac,5.9,2.5,3.0,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_9pBa6fzIUPA_80000_90000,/your_path/unbalanced_train_segments/audio/9pBa6fzIUPA_80000_90000.flac,5.3,4.4,4.9,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_9uzVYkBxWRM_10000_20000,/your_path/unbalanced_train_segments/audio/9uzVYkBxWRM_10000_20000.flac,5.4,4.0,2.6,3.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_9wCSwqhKVBc_30000_40000,/your_path/unbalanced_train_segments/audio/9wCSwqhKVBc_30000_40000.flac,5.3,5.1,3.4,3.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_A35lknCoU80_2000_12000,/your_path/unbalanced_train_segments/audio/A35lknCoU80_2000_12000.flac,4.3,4.8,3.1,3.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_A4Ysook9Vj8_50000_60000,/your_path/unbalanced_train_segments/audio/A4Ysook9Vj8_50000_60000.flac,5.7,3.8,5.1,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_AA1Ymro-3ZQ_10000_20000,/your_path/unbalanced_train_segments/audio/AA1Ymro-3ZQ_10000_20000.flac,4.8,6.5,3.8,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_ABGWVtzOSKc_300000_310000,/your_path/unbalanced_train_segments/audio/ABGWVtzOSKc_300000_310000.flac,6.9,3.0,4.6,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_ADHUqxy7lL8_30000_40000,/your_path/unbalanced_train_segments/audio/ADHUqxy7lL8_30000_40000.flac,2.5,4.6,1.9,2.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_AHsqLe4KsZM_30000_40000,/your_path/unbalanced_train_segments/audio/AHsqLe4KsZM_30000_40000.flac,5.7,4.6,3.6,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_AIe8H9i3tzM_30000_40000,/your_path/unbalanced_train_segments/audio/AIe8H9i3tzM_30000_40000.flac,4.8,3.1,2.0,3.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_AKLxi1N1wvs_150000_160000,/your_path/unbalanced_train_segments/audio/AKLxi1N1wvs_150000_160000.flac,4.2,6.8,3.3,2.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_AKqb-UGIe54_30000_40000,/your_path/unbalanced_train_segments/audio/AKqb-UGIe54_30000_40000.flac,3.5,4.8,2.6,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_ANIzwotNsPk_30000_40000,/your_path/unbalanced_train_segments/audio/ANIzwotNsPk_30000_40000.flac,4.6,4.1,2.9,3.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_A_KOLI6SqTQ_130000_140000,/your_path/unbalanced_train_segments/audio/A_KOLI6SqTQ_130000_140000.flac,4.3,2.6,2.3,3.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_Aa7sNnGdd1M_30000_40000,/your_path/unbalanced_train_segments/audio/Aa7sNnGdd1M_30000_40000.flac,6.2,2.3,4.0,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_AaIwdQ03U7o_20000_30000,/your_path/unbalanced_train_segments/audio/AaIwdQ03U7o_20000_30000.flac,6.4,3.7,5.2,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_Aeay5FihBro_110000_120000,/your_path/unbalanced_train_segments/audio/Aeay5FihBro_110000_120000.flac,4.9,3.3,3.4,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_Alxn5Sff9PA_10000_20000,/your_path/unbalanced_train_segments/audio/Alxn5Sff9PA_10000_20000.flac,4.1,3.0,2.7,3.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_AnxKbW9bOoc_380000_390000,/your_path/unbalanced_train_segments/audio/AnxKbW9bOoc_380000_390000.flac,7.4,5.0,5.9,7.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_Aq9f0eGs9XU_30000_40000,/your_path/unbalanced_train_segments/audio/Aq9f0eGs9XU_30000_40000.flac,6.2,2.7,3.7,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_ArEARVYumBM_10000_20000,/your_path/unbalanced_train_segments/audio/ArEARVYumBM_10000_20000.flac,4.0,4.5,2.0,2.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_B0VhbByVYHw_210000_220000,/your_path/unbalanced_train_segments/audio/B0VhbByVYHw_210000_220000.flac,5.3,3.5,4.1,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_B2Qa5GYPEMw_10000_20000,/your_path/unbalanced_train_segments/audio/B2Qa5GYPEMw_10000_20000.flac,7.5,6.1,5.2,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_B3uRlroVLvE_30000_40000,/your_path/unbalanced_train_segments/audio/B3uRlroVLvE_30000_40000.flac,5.5,2.3,2.3,5.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_B4sYf4rvcLA_30000_40000,/your_path/unbalanced_train_segments/audio/B4sYf4rvcLA_30000_40000.flac,6.4,3.9,3.0,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_B7EBdtqrllY_430000_440000,/your_path/unbalanced_train_segments/audio/B7EBdtqrllY_430000_440000.flac,4.7,3.6,2.2,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_B7GdZkKSRr8_30000_40000,/your_path/unbalanced_train_segments/audio/B7GdZkKSRr8_30000_40000.flac,5.2,2.9,1.9,3.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_B87sHGizCuI_30000_40000,/your_path/unbalanced_train_segments/audio/B87sHGizCuI_30000_40000.flac,4.5,2.5,3.3,3.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_BBA9EeARN-U_30000_40000,/your_path/unbalanced_train_segments/audio/BBA9EeARN-U_30000_40000.flac,6.4,3.1,2.8,6.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_BFFuWzlUXeQ_30000_40000,/your_path/unbalanced_train_segments/audio/BFFuWzlUXeQ_30000_40000.flac,6.6,2.8,3.0,6.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_BHokVDycxUk_0_10000,/your_path/unbalanced_train_segments/audio/BHokVDycxUk_0_10000.flac,5.9,3.3,3.7,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_BLDBfa_ixXI_30000_40000,/your_path/unbalanced_train_segments/audio/BLDBfa_ixXI_30000_40000.flac,4.9,3.2,2.0,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_BLkx5dxHLl8_30000_40000,/your_path/unbalanced_train_segments/audio/BLkx5dxHLl8_30000_40000.flac,3.9,4.7,2.2,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_BO3dE4_NvBg_10000_20000,/your_path/unbalanced_train_segments/audio/BO3dE4_NvBg_10000_20000.flac,7.5,4.7,7.5,8.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_BPOqNdoCCGs_20000_30000,/your_path/unbalanced_train_segments/audio/BPOqNdoCCGs_20000_30000.flac,6.2,4.0,4.2,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_BU8btI-AHEs_30000_40000,/your_path/unbalanced_train_segments/audio/BU8btI-AHEs_30000_40000.flac,4.6,4.6,3.5,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_BZoupG2ZEfE_50000_60000,/your_path/unbalanced_train_segments/audio/BZoupG2ZEfE_50000_60000.flac,6.3,5.0,3.8,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_Ba_cB5AoALc_30000_40000,/your_path/unbalanced_train_segments/audio/Ba_cB5AoALc_30000_40000.flac,5.3,2.7,2.4,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_BfaXXUFKjRM_30000_40000,/your_path/unbalanced_train_segments/audio/BfaXXUFKjRM_30000_40000.flac,4.7,3.6,3.3,4.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_BlnPTr83d74_540000_550000,/your_path/unbalanced_train_segments/audio/BlnPTr83d74_540000_550000.flac,5.4,2.7,3.4,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_BswpbjoWjRw_30000_40000,/your_path/unbalanced_train_segments/audio/BswpbjoWjRw_30000_40000.flac,5.3,5.1,3.3,3.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_BvMSG2ktcps_30000_40000,/your_path/unbalanced_train_segments/audio/BvMSG2ktcps_30000_40000.flac,6.2,3.5,3.4,5.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_BxpIqwPDLzY_30000_40000,/your_path/unbalanced_train_segments/audio/BxpIqwPDLzY_30000_40000.flac,6.6,3.4,3.7,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_BzHd7peJemg_40000_50000,/your_path/unbalanced_train_segments/audio/BzHd7peJemg_40000_50000.flac,6.9,4.6,4.3,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_CDAexVuNei0_30000_40000,/your_path/unbalanced_train_segments/audio/CDAexVuNei0_30000_40000.flac,4.5,3.3,3.5,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_CDe76bm5kr0_30000_40000,/your_path/unbalanced_train_segments/audio/CDe76bm5kr0_30000_40000.flac,7.3,3.1,6.4,7.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_CECmTxsT5Ws_20000_30000,/your_path/unbalanced_train_segments/audio/CECmTxsT5Ws_20000_30000.flac,6.4,4.4,2.4,6.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_CLO0yQ4P9kg_30000_40000,/your_path/unbalanced_train_segments/audio/CLO0yQ4P9kg_30000_40000.flac,4.5,2.5,1.9,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_CV4upq3XAD0_100000_110000,/your_path/unbalanced_train_segments/audio/CV4upq3XAD0_100000_110000.flac,5.2,3.5,3.2,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_CcoI6b63W6o_30000_40000,/your_path/unbalanced_train_segments/audio/CcoI6b63W6o_30000_40000.flac,5.7,3.6,3.1,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_CgpmwO3QyNs_50000_60000,/your_path/unbalanced_train_segments/audio/CgpmwO3QyNs_50000_60000.flac,4.7,3.0,2.8,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_Cq4JAujzxEU_30000_40000,/your_path/unbalanced_train_segments/audio/Cq4JAujzxEU_30000_40000.flac,6.3,3.1,4.4,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_CwepLzp_OPc_60000_70000,/your_path/unbalanced_train_segments/audio/CwepLzp_OPc_60000_70000.flac,6.4,2.2,3.1,5.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_D-Igbhq2L_w_30000_40000,/your_path/unbalanced_train_segments/audio/D-Igbhq2L_w_30000_40000.flac,6.8,3.7,3.6,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_D1JoR_yBXD4_30000_40000,/your_path/unbalanced_train_segments/audio/D1JoR_yBXD4_30000_40000.flac,4.4,3.5,4.0,4.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_D22gsGcLwCw_30000_40000,/your_path/unbalanced_train_segments/audio/D22gsGcLwCw_30000_40000.flac,6.1,3.1,3.6,6.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_D5Yy8Uasm8I_30000_40000,/your_path/unbalanced_train_segments/audio/D5Yy8Uasm8I_30000_40000.flac,6.5,4.1,5.9,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_D62Cl_MGYAM_100000_110000,/your_path/unbalanced_train_segments/audio/D62Cl_MGYAM_100000_110000.flac,5.1,4.2,4.0,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_DCxZs8w8-kE_50000_60000,/your_path/unbalanced_train_segments/audio/DCxZs8w8-kE_50000_60000.flac,5.7,5.1,5.5,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_DDZW3HrJALQ_30000_40000,/your_path/unbalanced_train_segments/audio/DDZW3HrJALQ_30000_40000.flac,5.7,3.1,3.8,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_DDnk558ugQE_80000_90000,/your_path/unbalanced_train_segments/audio/DDnk558ugQE_80000_90000.flac,5.2,3.1,2.9,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_DE7NoVe6LwA_30000_40000,/your_path/unbalanced_train_segments/audio/DE7NoVe6LwA_30000_40000.flac,6.0,3.8,4.0,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_DH8Iu34x4F4_60000_70000,/your_path/unbalanced_train_segments/audio/DH8Iu34x4F4_60000_70000.flac,3.9,3.4,2.8,3.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_DHqmMljNUCo_20000_30000,/your_path/unbalanced_train_segments/audio/DHqmMljNUCo_20000_30000.flac,5.0,3.3,2.4,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_DJxxs8Mpj94_30000_40000,/your_path/unbalanced_train_segments/audio/DJxxs8Mpj94_30000_40000.flac,7.4,3.1,4.5,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_DSUEF3bLwe8_30000_40000,/your_path/unbalanced_train_segments/audio/DSUEF3bLwe8_30000_40000.flac,4.0,2.9,2.3,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_DXEJGfmDHQU_70000_80000,/your_path/unbalanced_train_segments/audio/DXEJGfmDHQU_70000_80000.flac,6.5,4.4,3.2,4.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_DXEsn0w7gSo_20000_30000,/your_path/unbalanced_train_segments/audio/DXEsn0w7gSo_20000_30000.flac,5.7,3.6,4.1,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_DcN5HNZexeM_250000_260000,/your_path/unbalanced_train_segments/audio/DcN5HNZexeM_250000_260000.flac,4.4,3.9,3.0,3.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_DkLkhhSv-pk_10000_20000,/your_path/unbalanced_train_segments/audio/DkLkhhSv-pk_10000_20000.flac,6.0,2.3,2.7,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_DrA8ZNtYwXE_30000_40000,/your_path/unbalanced_train_segments/audio/DrA8ZNtYwXE_30000_40000.flac,7.3,3.6,3.3,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_DuDzl9dERbM_90000_100000,/your_path/unbalanced_train_segments/audio/DuDzl9dERbM_90000_100000.flac,5.9,3.6,3.9,5.1
